NSN,Course_Code,Faculty,Academic_Year,Term,Start_Date,End_Date,EFTS,Funding_Code,Completion_Status,Delivery_Mode
1000001507,EDUC301,Education,2024,T2,2024-07-08,2024-11-05,0.125,S03,Passed,Online
1000001508,TEAC401,Education,2024,T2,2024-07-06,2024-11-06,0.25,S05,Passed,On-campus
1000001508,ECON201,Business & Economics,2024,T3,2024-11-12,2024-12-18,0.125,S02,Failed,On-campus
1000001508,EDUC301,Education,2024,FY,2024-02-20,2024-11-11,0.125,S05,Passed,Blended
1000001508,NURS101,Health Sciences,2024,T2,2024-07-08,2024-11-06,0.25,S02,Passed,On-campus
1000001509,SOCI101,Arts & Social Sciences,2024,FY,2024-02-20,2024-11-06,0.125,S03,Passed,Blended
1000001509,MAOR101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-08,0.125,S05,In Progress,On-campus
1000001510,MAOR101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-11,0.125,S02,Passed,On-campus
1000001510,HIST201,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-06,0.125,S03,In Progress,Blended
1000001510,BUS101,Business & Economics,2024,T2,2024-07-05,2024-11-09,0.125,S03,Failed,On-campus
1000001511,PSYC101,Arts & Social Sciences,2024,FY,2024-02-23,2024-11-11,0.125,S03,Passed,Online
1000001511,BUS101,Business & Economics,2024,FY,2024-02-18,2024-11-10,0.125,S03,Passed,On-campus
1000001512,SOCI101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-05,0.125,S03,Passed,Blended
1000001513,PSYC101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-06,0.125,S02,Passed,On-campus
1000001513,FDTN002,Foundation Studies,2024,T1,2024-02-18,2024-06-15,0.125,S12,Failed,On-campus
1000001513,ACCT101,Business & Economics,2024,T2,2024-07-11,2024-11-06,0.125,S03,Withdrew,Online
1000001514,STAT101,Science & Technology,2024,T2,2024-07-05,2024-11-09,0.125,S03,Failed,Blended
1000001514,MBA501,Business & Economics,2024,T1,2024-02-23,2024-06-13,0.25,S13,Withdrew,On-campus
1000001514,ACCT101,Business & Economics,2024,T2,2024-07-09,2024-11-08,0.125,S02,Passed,Blended
1000001515,COMP301,Science & Technology,2024,T2,2024-07-10,2024-11-07,0.125,S02,Passed,Online
1000001515,PSYC101,Arts & Social Sciences,2024,T2,2024-07-09,2024-11-10,0.125,S02,Passed,Online
1000001516,EDUC101,Education,2024,T1,2024-02-20,2024-06-12,0.125,S02,Passed,Online
1000001516,PSYC101,Arts & Social Sciences,2024,FY,2024-02-18,2024-11-08,0.125,S03,Passed,Online
1000001517,PHAR301,Health Sciences,2024,T1,2024-02-18,2024-06-11,0.125,S03,Withdrew,Online
1000001518,HIST201,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-08,0.125,S03,In Progress,On-campus
1000001518,ENGI301,Science & Technology,2024,T1,2024-02-22,2024-06-11,0.25,S13,Passed,Blended
1000001518,ENGL101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-17,0.125,S03,Passed,On-campus
1000001519,HLTH201,Health Sciences,2024,T3,2024-11-11,2024-12-23,0.125,S02,Passed,On-campus
1000001519,PHAR301,Health Sciences,2024,FY,2024-02-20,2024-11-11,0.125,S02,In Progress,Blended
1000001519,HIST201,Arts & Social Sciences,2024,FY,2024-02-19,2024-11-08,0.125,S03,Passed,On-campus
1000001519,BUS201,Business & Economics,2024,T2,2024-07-10,2024-11-05,0.125,S03,Passed,Online
1000001520,ENGI301,Science & Technology,2024,T1,2024-02-18,2024-06-11,0.25,S03,Passed,On-campus
1000001520,EDUC301,Education,2024,T3,2024-11-10,2024-12-22,0.125,S02,Passed,Blended
1000001521,HLTH201,Health Sciences,2024,T1,2024-02-23,2024-06-15,0.125,S09,Passed,On-campus
1000001521,PSYC101,Arts & Social Sciences,2024,T3,2024-11-10,2024-12-19,0.125,S03,Passed,Blended
1000001522,MIDW101,Health Sciences,2024,FY,2024-02-17,2024-11-07,0.25,S09,In Progress,On-campus
1000001522,ECON201,Business & Economics,2024,T3,2024-11-08,2024-12-22,0.125,S03,In Progress,Online
1000001523,COMP301,Science & Technology,2024,T1,2024-02-17,2024-06-13,0.125,S02,Passed,Online
1000001523,MIDW101,Health Sciences,2024,FY,2024-02-22,2024-11-09,0.25,S02,In Progress,On-campus
1000001523,DATA201,Science & Technology,2024,T1,2024-02-22,2024-06-17,0.125,S03,Withdrew,Online
1000001524,COMP201,Science & Technology,2024,T2,2024-07-07,2024-11-08,0.125,S02,In Progress,On-campus
1000001524,PSYC101,Arts & Social Sciences,2024,T1,2024-02-17,2024-06-16,0.125,S02,Passed,Online
1000001524,STAT101,Science & Technology,2024,T2,2024-07-09,2024-11-08,0.125,S03,In Progress,Online
1000001525,COMP201,Science & Technology,2024,T2,2024-07-11,2024-11-09,0.125,S02,Withdrew,On-campus
1000001526,HLTH201,Health Sciences,2024,T2,2024-07-07,2024-11-10,0.125,S02,Passed,On-campus
1000001526,COMP301,Science & Technology,2024,T2,2024-07-05,2024-11-11,0.125,S02,Passed,Blended
1000001527,ENGI301,Science & Technology,2024,T2,2024-07-10,2024-11-07,0.25,S13,Withdrew,Online
1000001528,SOCI101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-08,0.125,S02,Passed,On-campus
1000001528,ENGL101,Arts & Social Sciences,2024,FY,2024-02-17,2024-11-05,0.125,S02,Passed,Blended
1000001528,BUS201,Business & Economics,2024,T1,2024-02-22,2024-06-17,0.125,S02,Passed,Online
1000001528,ENGI301,Science & Technology,2024,T2,2024-07-06,2024-11-05,0.25,S02,Passed,On-campus
1000001529,SOCI101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-07,0.125,S03,In Progress,On-campus
1000001529,TEAC401,Education,2024,T3,2024-11-09,2024-12-23,0.25,S03,Passed,On-campus
1000001530,HIST201,Arts & Social Sciences,2024,T2,2024-07-09,2024-11-06,0.125,S02,Passed,On-campus
1000001530,COMP101,Science & Technology,2024,T2,2024-07-08,2024-11-05,0.125,S02,In Progress,Online
1000001530,BUS201,Business & Economics,2024,T3,2024-11-12,2024-12-17,0.125,S03,Withdrew,On-campus
1000001531,ENGL101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-12,0.125,S02,In Progress,Online
1000001531,SOCI101,Arts & Social Sciences,2024,T2,2024-07-06,2024-11-08,0.125,S03,Passed,On-campus
1000001532,SOCI101,Arts & Social Sciences,2024,FY,2024-02-18,2024-11-08,0.125,S02,Passed,On-campus
1000001532,COMP101,Science & Technology,2024,T1,2024-02-17,2024-06-17,0.125,S03,Passed,On-campus
1000001533,STAT101,Science & Technology,2024,FY,2024-02-19,2024-11-08,0.125,S02,Withdrew,On-campus
1000001533,TEAC401,Education,2024,T2,2024-07-08,2024-11-07,0.25,S03,Passed,On-campus
1000001533,COMP201,Science & Technology,2024,T1,2024-02-19,2024-06-13,0.125,S02,Withdrew,Online
1000001534,BUS301,Business & Economics,2024,T2,2024-07-11,2024-11-05,0.125,S02,Passed,Online
1000001534,TEAC401,Education,2024,T2,2024-07-06,2024-11-11,0.25,S05,Passed,On-campus
1000001535,MAOR101,Arts & Social Sciences,2024,T1,2024-02-18,2024-06-13,1.438,S03,Passed,On-campus
1000001535,COMP301,Science & Technology,2024,T2,2024-07-06,2024-11-07,0.125,S02,Passed,On-campus
1000001536,STAT101,Science & Technology,2024,FY,2024-02-18,2024-11-05,0.125,S02,Passed,Blended
1000001536,MIDW101,Health Sciences,2024,T1,2024-02-22,2024-06-11,0.25,S02,Passed,Online
1000001537,MBA501,Business & Economics,2024,T1,2024-02-21,2024-06-12,0.25,S13,In Progress,On-campus
1000001537,ENGL101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-09,0.125,S03,Failed,Online
1000001537,DATA201,Science & Technology,2024,FY,2024-02-20,2024-11-09,0.125,S02,Passed,Blended
1000001537,NURS101,Health Sciences,2024,T3,2024-11-12,2024-12-17,0.25,S09,Passed,On-campus
1000001538,ENGI301,Science & Technology,2024,T1,2024-02-20,2024-06-14,0.25,S02,Passed,Online
1000001538,FDTN001,Foundation Studies,2024,T1,2024-02-23,2024-06-11,0.25,S12,Passed,On-campus
1000001539,TEAC401,Education,2024,T1,2024-02-20,2024-06-11,0.25,S03,Passed,On-campus
1000001540,PHAR301,Health Sciences,2024,T2,2024-07-06,2024-11-06,0.125,S02,In Progress,On-campus
1000001540,BUS301,Business & Economics,2024,T2,2024-07-06,2024-11-10,0.125,S03,In Progress,On-campus
1000001540,BUS101,Business & Economics,2024,T2,2024-07-09,2024-11-05,0.125,S03,In Progress,On-campus
1000001541,MBA501,Business & Economics,2024,FY,2024-02-22,2024-11-08,0.25,S13,Passed,On-campus
1000001541,PSYC101,Arts & Social Sciences,2024,T2,2024-07-11,2024-11-07,0.125,S03,Failed,On-campus
1000001542,COMP201,Science & Technology,2024,T2,2024-07-10,2024-11-11,0.125,S02,Passed,Online
1000001543,TEAC401,Education,2024,T1,2024-02-21,2024-06-14,0.25,S02,Passed,Blended
1000001543,MAOR101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-17,0.125,S03,Passed,On-campus
1000001543,ENGL101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-11,0.125,S02,Passed,Online
1000001543,MBA501,Business & Economics,2024,T1,2024-02-17,2024-06-17,0.25,S02,In Progress,Online
1000001544,BUS301,Business & Economics,2024,T2,2024-07-10,2024-11-06,0.125,S02,In Progress,Blended
1000001544,ENGL101,Arts & Social Sciences,2024,FY,2024-02-22,2024-11-05,0.125,S03,Passed,On-campus
1000001544,EDUC101,Education,2024,T1,2024-02-22,2024-06-14,0.125,S03,Passed,Blended
1000001545,ACCT101,Business & Economics,2024,T1,2024-02-20,2024-06-13,0.125,S02,Passed,On-campus
1000001545,MAOR101,Arts & Social Sciences,2024,T1,2024-02-18,2024-06-14,0.125,S02,Passed,Online
1000001545,COMP201,Science & Technology,2024,FY,2024-02-17,2024-11-07,0.125,S02,Passed,Blended
1000001546,HLTH201,Health Sciences,2024,T2,2024-07-08,2024-11-07,0.125,S09,Withdrew,Blended
1000001546,BUS201,Business & Economics,2024,T2,2024-07-09,2024-11-09,0.125,S03,Passed,On-campus
1000001547,TEAC401,Education,2024,T2,2024-07-08,2024-11-05,0.25,S02,Passed,On-campus
1000001547,PHAR301,Health Sciences,2024,T2,2024-07-10,2024-11-09,0.125,S03,Passed,Blended
1000001548,NURS101,Health Sciences,2024,FY,2024-02-23,2024-11-06,0.25,S03,Passed,On-campus
1000001548,MAOR101,Arts & Social Sciences,2024,T1,2024-02-23,2024-06-13,0.125,S05,Passed,Blended
1000001548,COMP201,Science & Technology,2024,T1,2024-02-21,2024-06-17,0.125,S03,Passed,Online
1000001549,EDUC101,Education,2024,T2,2024-07-08,2024-11-11,0.125,S03,Passed,On-campus
1000001550,ACCT101,Business & Economics,2024,T2,2024-07-05,2024-11-10,0.125,S02,Passed,On-campus
1000001550,NURS101,Health Sciences,2024,T1,2024-02-22,2024-06-15,0.25,S02,Passed,Blended
1000001551,HLTH201,Health Sciences,2024,T1,2024-02-19,2024-06-11,0.125,S03,Passed,Online
1000001551,EDUC101,Education,2024,T1,2024-02-21,2024-06-11,0.125,S03,Passed,On-campus
1000001552,ACCT101,Business & Economics,2024,T1,2024-02-17,2024-06-13,0.125,S02,Passed,On-campus
1000001553,ENGI301,Science & Technology,2024,T3,2024-11-09,2024-12-21,0.25,S02,Passed,On-campus
1000001554,SOCI101,Arts & Social Sciences,2024,T1,2024-02-23,2024-06-12,0.125,S03,Passed,Blended
1000001555,HLTH201,Health Sciences,2024,T1,2024-02-23,2024-06-12,0.125,S09,Passed,Blended
1000001556,MBA501,Business & Economics,2024,T1,2024-02-17,2024-06-12,0.25,S13,Passed,On-campus
1000001557,STAT101,Science & Technology,2024,T1,2024-02-17,2024-06-16,0.125,S03,Passed,On-campus
1000001557,PSYC101,Arts & Social Sciences,2024,T1,2024-02-18,2024-06-17,0.125,S02,In Progress,On-campus
1000001557,TEAC401,Education,2024,T3,2024-11-12,2024-12-19,0.25,S03,Passed,On-campus
1000001558,ACCT101,Business & Economics,2024,T1,2024-02-17,2024-06-17,0.125,S02,Passed,On-campus
1000001559,PHAR301,Health Sciences,2024,T2,2024-07-06,2024-11-08,0.125,S02,Failed,On-campus
1000001559,ENGL101,Arts & Social Sciences,2024,FY,2024-02-23,2024-11-10,0.125,S03,Withdrew,On-campus
1000001560,BUS101,Business & Economics,2024,FY,2024-02-21,2024-11-06,0.125,S03,Withdrew,On-campus
1000001561,MBA501,Business & Economics,2024,FY,2024-02-22,2024-11-09,0.25,S03,Passed,On-campus
1000001561,BUS201,Business & Economics,2024,FY,2024-02-17,2024-11-06,0.125,S02,Passed,On-campus
1000001562,BUS301,Business & Economics,2024,T3,2024-11-14,2024-12-21,0.125,S03,Passed,Blended
1000001562,BUS101,Business & Economics,2024,T3,2024-11-13,2024-12-20,0.125,S02,Passed,Online
1000001562,BUS201,Business & Economics,2024,T2,2024-07-06,2024-11-11,0.125,S03,Withdrew,On-campus
1000001563,BUS201,Business & Economics,2024,T1,2024-02-18,2024-06-17,0.125,S02,In Progress,On-campus
1000001563,ENGL101,Arts & Social Sciences,2024,T2,2024-07-06,2024-11-07,0.125,S02,Passed,On-campus
1000001563,SOCI101,Arts & Social Sciences,2024,T1,2024-02-20,2024-06-13,0.125,S03,Passed,Blended
1000001564,NURS101,Health Sciences,2024,T1,2024-02-20,2024-06-12,0.25,S02,Withdrew,Blended
1000001565,EDUC301,Education,2024,T1,2024-02-18,2024-06-11,0.125,S03,Passed,Blended
1000001565,ENGL101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-09,0.125,S03,Passed,On-campus
1000001565,EDUC101,Education,2024,T1,2024-02-20,2024-06-17,0.125,S03,In Progress,On-campus
1000001566,MIDW101,Health Sciences,2024,T1,2024-02-18,2024-06-14,0.25,S02,Passed,Blended
1000001566,BUS101,Business & Economics,2024,T3,2024-11-09,2024-12-17,0.125,S02,Passed,Blended
1000001567,HLTH201,Health Sciences,2024,T1,2024-02-20,2024-06-16,0.125,S09,Passed,Online
1000001567,TEAC401,Education,2024,T2,2024-07-06,2024-11-06,0.25,S03,Failed,Online
1000001567,ECON201,Business & Economics,2024,T1,2024-02-23,2024-06-12,0.125,S02,Passed,On-campus
1000001568,STAT101,Science & Technology,2024,T2,2024-07-07,2024-11-07,0.125,S03,Passed,Online
1000001568,FDTN002,Foundation Studies,2024,T1,2024-02-17,2024-06-15,0.125,S05,Passed,On-campus
1000001569,PSYC101,Arts & Social Sciences,2024,T2,2024-07-11,2024-11-09,0.125,S03,Failed,On-campus
1000001570,TEAC401,Education,2024,T1,2024-02-23,2024-06-17,0.25,S03,Passed,On-campus
1000001570,COMP301,Science & Technology,2024,T1,2024-02-20,2024-06-11,0.125,S03,Passed,On-campus
1000001571,HLTH201,Health Sciences,2024,T1,2024-02-21,2024-06-12,0.125,S09,Failed,On-campus
1000001571,BUS201,Business & Economics,2024,T2,2024-07-05,2024-11-10,0.125,S03,In Progress,On-campus
1000001572,MBA501,Business & Economics,2024,T2,2024-07-10,2024-11-05,0.25,S13,Passed,On-campus
1000001573,MIDW101,Health Sciences,2024,T2,2024-07-09,2024-11-09,0.25,S02,Failed,Blended
1000001573,MBA501,Business & Economics,2024,T2,2024-07-10,2024-11-11,0.25,S02,Passed,Online
1000001574,DATA201,Science & Technology,2024,T2,2024-07-10,2024-11-06,0.125,S02,Passed,Online
1000001574,TEAC401,Education,2024,T3,2024-11-09,2024-12-18,0.25,S03,Passed,On-campus
1000001575,ACCT101,Business & Economics,2024,T2,2024-07-08,2024-11-11,0.125,S03,Passed,Blended
1000001575,STAT101,Science & Technology,2024,FY,2024-02-21,2024-11-05,0.125,S02,Withdrew,On-campus
1000001576,HLTH201,Health Sciences,2024,T1,2024-02-21,2024-06-14,0.125,S02,Passed,On-campus
1000001576,COMP301,Science & Technology,2024,T1,2024-02-22,2024-06-13,0.125,S02,Passed,On-campus
1000001577,SOCI101,Arts & Social Sciences,2024,T3,2024-11-10,2024-12-21,0.125,S02,Passed,On-campus
1000001577,TEAC401,Education,2024,T2,2024-07-08,2024-11-11,0.25,S02,Passed,Online
1000001578,BUS201,Business & Economics,2024,T3,2024-11-09,2024-12-17,0.125,S03,Passed,Online
1000001578,NURS101,Health Sciences,2024,T2,2024-07-06,2024-11-11,0.25,S09,Passed,On-campus
1000001579,SOCI101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-17,0.125,S02,Failed,Blended
1000001579,HLTH201,Health Sciences,2024,T1,2024-02-19,2024-06-11,0.125,S09,In Progress,On-campus
1000001580,BUS301,Business & Economics,2024,T2,2024-07-09,2024-11-05,0.125,S03,Failed,Online
1000001581,NURS101,Health Sciences,2024,T1,2024-02-23,2024-06-13,0.25,S02,Failed,Online
1000001581,COMP201,Science & Technology,2024,T1,2024-02-23,2024-06-17,0.125,S03,Passed,On-campus
1000001582,ACCT101,Business & Economics,2024,T2,2024-07-08,2024-11-07,0.125,S03,Passed,Online
1000001582,COMP301,Science & Technology,2024,T2,2024-07-08,2024-11-09,0.125,S03,Passed,On-campus
1000001582,NURS101,Health Sciences,2024,T2,2024-07-09,2024-11-05,0.25,S09,Passed,On-campus
1000001582,BUS101,Business & Economics,2024,T2,2024-07-05,2024-11-09,0.125,S03,Withdrew,On-campus
1000001583,HIST201,Arts & Social Sciences,2024,FY,2024-02-20,2024-11-11,0.125,S02,Passed,On-campus
1000001583,EDUC301,Education,2024,FY,2024-02-19,2024-11-08,0.125,S03,Withdrew,Online
1000001583,MAOR101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-09,0.125,S02,Withdrew,On-campus
1000001584,MAOR101,Arts & Social Sciences,2024,FY,2024-02-20,2024-11-05,0.125,S03,In Progress,On-campus
1000001584,HLTH201,Health Sciences,2024,T2,2024-07-09,2024-11-05,0.125,S09,Passed,On-campus
1000001584,SOCI101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-05,0.125,S02,Passed,Online
1000001584,COMP301,Science & Technology,2024,T1,2024-02-21,2024-06-11,0.125,S03,Failed,On-campus
1000001585,COMP201,Science & Technology,2024,T1,2024-02-21,2024-06-17,0.125,S02,Passed,On-campus
1000001586,FDTN002,Foundation Studies,2024,T1,2024-02-20,2024-06-12,0.125,S05,In Progress,On-campus
1000001586,DATA201,Science & Technology,2024,T3,2024-11-13,2024-12-21,0.125,S02,Failed,Blended
1000001586,ECON201,Business & Economics,2024,T2,2024-07-10,2024-11-06,0.125,S03,Passed,Online
1000001587,MAOR101,Arts & Social Sciences,2024,T3,2024-11-14,2024-12-17,0.125,S02,In Progress,Online
1000001587,HIST201,Arts & Social Sciences,2024,T2,2024-07-06,2024-11-11,0.125,S03,Passed,Blended
1000001588,ECON201,Business & Economics,2024,T2,2024-07-08,2024-11-10,0.125,S02,Failed,On-campus
1000001588,TEAC401,Education,2024,T2,2024-07-07,2024-11-08,0.25,S02,Passed,On-campus
1000001588,MAOR101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-08,0.125,S02,Passed,On-campus
1000001589,ECON201,Business & Economics,2024,FY,2024-02-18,2024-11-09,0.125,S03,Passed,On-campus
1000001589,BUS201,Business & Economics,2024,T2,2024-07-08,2024-11-10,0.125,S03,Withdrew,On-campus
1000001589,SOCI101,Arts & Social Sciences,2024,T1,2024-02-20,2024-06-11,0.125,S02,Passed,Online
1000001590,MBA501,Business & Economics,2024,T2,2024-07-05,2024-11-11,0.25,S13,In Progress,On-campus
1000001590,COMP201,Science & Technology,2024,FY,2024-02-18,2024-11-06,0.125,S03,In Progress,On-campus
1000001591,ACCT101,Business & Economics,2024,T1,2024-02-17,2024-06-15,0.125,S03,Passed,Blended
1000001592,PHAR301,Health Sciences,2024,T1,2024-02-17,2024-06-15,0.125,S03,Passed,On-campus
1000001593,TEAC401,Education,2024,T1,2024-02-22,2024-06-13,0.25,S05,Passed,On-campus
1000001594,MIDW101,Health Sciences,2024,T1,2024-02-20,2024-06-16,0.25,S09,Passed,On-campus
1000001594,TEAC401,Education,2024,T1,2024-02-18,2024-06-17,0.25,S02,Passed,Blended
1000001595,COMP201,Science & Technology,2024,T2,2024-07-05,2024-11-06,0.125,S02,In Progress,Online
1000001595,ENGL101,Arts & Social Sciences,2024,T2,2024-07-11,2024-11-05,0.125,S02,Withdrew,Online
1000001596,DATA201,Science & Technology,2024,FY,2024-02-17,2024-11-11,0.125,S02,Passed,Online
1000001596,SOCI101,Arts & Social Sciences,2024,T3,2024-11-10,2024-12-18,0.125,S03,Passed,Blended
1000001596,ECON201,Business & Economics,2024,FY,2024-02-20,2024-11-05,0.125,S03,In Progress,On-campus
1000001596,COMP301,Science & Technology,2024,T2,2024-07-10,2024-11-06,0.125,S02,In Progress,On-campus
1000001597,EDUC101,Education,2024,FY,2024-02-21,2024-11-07,0.125,S05,In Progress,Blended
1000001597,MBA501,Business & Economics,2024,T3,2024-11-12,2024-12-20,0.25,S13,Passed,On-campus
1000001597,NURS101,Health Sciences,2024,FY,2024-02-23,2024-11-09,0.25,S02,Failed,On-campus
1000001598,BUS301,Business & Economics,2024,FY,2024-02-19,2024-11-08,0.125,S03,Withdrew,Online
1000001599,HIST201,Arts & Social Sciences,2024,T1,2024-02-17,2024-06-14,0.125,S02,In Progress,On-campus
1000001599,BUS201,Business & Economics,2024,T2,2024-07-09,2024-11-05,0.125,S03,Passed,Online
1000001599,EDUC101,Education,2024,T2,2024-07-10,2024-11-05,0.125,S03,Passed,Blended
1000001600,COMP301,Science & Technology,2024,T2,2024-07-05,2024-11-06,0.125,S03,Passed,Online
1000001600,FDTN002,Foundation Studies,2024,T1,2024-02-21,2024-06-14,0.125,S12,Passed,On-campus
1000001601,ENGI301,Science & Technology,2024,T2,2024-07-05,2024-11-10,0.25,S03,Passed,Blended
1000001601,MBA501,Business & Economics,2024,T2,2024-07-11,2024-11-06,0.25,S02,Failed,Online
1000001601,COMP301,Science & Technology,2024,FY,2024-02-20,2024-11-11,0.125,S02,Passed,Online
1000001602,FDTN001,Foundation Studies,2024,T1,2024-02-22,2024-06-16,0.25,S02,Passed,Online
1000001602,COMP101,Science & Technology,2024,T2,2024-07-05,2024-11-11,0.125,S02,Passed,Blended
1000001602,PSYC101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-11,0.125,S02,Passed,Online
1000001603,PSYC101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-15,0.125,S02,Passed,On-campus
1000001603,MBA501,Business & Economics,2024,FY,2024-02-21,2024-11-10,0.25,S13,Passed,On-campus
1000001604,ACCT101,Business & Economics,2024,T1,2024-02-19,2024-06-11,0.125,S03,Passed,Blended
1000001604,BUS201,Business & Economics,2024,T2,2024-07-06,2024-11-09,0.125,S02,Passed,On-campus
1000001604,MBA501,Business & Economics,2024,T1,2024-02-20,2024-06-12,0.25,S02,Passed,On-campus
1000001605,DATA201,Science & Technology,2024,T2,2024-07-10,2024-11-08,0.125,S03,Passed,On-campus
1000001605,HIST201,Arts & Social Sciences,2024,T3,2024-11-13,2024-12-19,0.125,S02,Passed,Blended
1000001606,BUS201,Business & Economics,2024,T2,2024-07-05,2024-11-07,0.125,S03,Withdrew,Online
1000001606,TEAC401,Education,2024,T1,2024-02-23,2024-06-16,0.25,S02,Passed,On-campus
1000001607,SOCI101,Arts & Social Sciences,2024,T2,2024-07-09,2024-11-10,0.125,S02,Passed,On-campus
1000001607,ACCT101,Business & Economics,2024,T2,2024-07-07,2024-11-05,0.125,S03,Failed,Online
1000001608,NURS101,Health Sciences,2024,T2,2024-07-06,2024-11-06,0.25,S09,Withdrew,Online
1000001608,ECON201,Business & Economics,2024,T1,2024-02-19,2024-06-17,0.125,S02,Passed,Blended
1000001608,FDTN001,Foundation Studies,2024,T2,2024-07-07,2024-11-07,0.25,S12,Passed,On-campus
1000001609,BUS101,Business & Economics,2024,T1,2024-02-22,2024-06-13,0.125,S02,In Progress,On-campus
1000001609,ENGL101,Arts & Social Sciences,2024,FY,2024-02-23,2024-11-09,0.125,S03,Passed,On-campus
1000001609,ACCT101,Business & Economics,2024,T1,2024-02-20,2024-06-17,0.125,S02,Passed,On-campus
1000001610,SOCI101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-07,0.125,S03,Passed,On-campus
1000001610,TEAC401,Education,2024,T1,2024-02-17,2024-06-16,0.25,S03,Passed,Online
1000001610,BUS101,Business & Economics,2024,T1,2024-02-18,2024-06-15,0.125,S02,Passed,On-campus
1000001611,HIST201,Arts & Social Sciences,2024,T2,2024-07-09,2024-11-05,0.125,S02,Passed,Online
1000001612,COMP101,Science & Technology,2024,T2,2024-07-06,2024-11-11,0.125,S02,In Progress,Blended
1000001613,TEAC401,Education,2024,T1,2024-02-23,2024-06-16,0.25,S03,In Progress,Blended
1000001614,NURS101,Health Sciences,2024,T2,2024-07-07,2024-11-07,0.25,S09,Withdrew,Blended
1000001614,MBA501,Business & Economics,2024,FY,2024-02-23,2024-11-08,0.25,S13,In Progress,Online
1000001615,EDUC301,Education,2024,T2,2024-07-08,2024-11-09,0.125,S02,Passed,On-campus
1000001615,SOCI101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-06,0.125,S03,Passed,Blended
1000001616,ECON201,Business & Economics,2024,T3,2024-11-10,2024-12-17,0.125,S02,Passed,On-campus
1000001616,BUS301,Business & Economics,2024,T1,2024-02-21,2024-06-13,0.125,S02,Withdrew,On-campus
1000001616,STAT101,Science & Technology,2024,FY,2024-02-17,2024-11-10,0.125,S02,Withdrew,On-campus
1000001617,EDUC101,Education,2024,T1,2024-02-20,2024-06-14,0.125,S03,Passed,Online
1000001617,PSYC101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-11,0.125,S02,Withdrew,Online
1000001617,COMP301,Science & Technology,2024,T1,2024-02-20,2024-06-12,0.125,S02,Passed,Online
1000001617,MBA501,Business & Economics,2024,FY,2024-02-18,2024-11-11,0.25,S03,Passed,Online
100000168,DATA201,Science & Technology,2024,T2,2024-07-09,2024-11-08,0.125,S02,Withdrew,Blended
1000001619,ENGI301,Science & Technology,2024,T2,2024-07-07,2024-11-10,0.25,S13,Passed,On-campus
1000001619,FDTN001,Foundation Studies,2024,T1,2024-02-23,2024-06-15,0.25,S12,In Progress,Online
1000001620,BUS301,Business & Economics,2024,FY,2024-02-19,2024-11-07,0.125,S02,Passed,On-campus
1000001620,BUS101,Business & Economics,2024,T2,2024-07-09,2024-11-07,0.125,S03,Passed,Blended
1000001621,ACCT101,Business & Economics,2024,T1,2024-02-19,2024-06-11,0.125,S03,Passed,Blended
1000001621,STAT101,Science & Technology,2024,T3,2024-11-08,2024-12-21,0.125,S02,Withdrew,Blended
1000001621,SOCI101,Arts & Social Sciences,2024,FY,2024-02-21,2024-11-11,0.125,S02,Failed,On-campus
1000001622,FDTN001,Foundation Studies,2024,T2,2024-07-10,2024-11-05,0.25,S05,Withdrew,Online
1000001622,MAOR101,Arts & Social Sciences,2024,T2,2024-07-11,2024-11-08,0.125,S02,Passed,On-campus
1000001623,NURS101,Health Sciences,2024,FY,2024-02-18,2024-11-05,0.25,S03,Passed,On-campus
1000001623,BUS101,Business & Economics,2024,T1,2024-02-17,2024-06-13,0.125,S03,Failed,Blended
1000001624,COMP101,Science & Technology,2024,T2,2024-07-07,2024-11-10,0.125,S02,Passed,Blended
1000001625,BUS201,Business & Economics,2024,T1,2024-02-21,2024-06-16,0.125,S03,In Progress,On-campus
1000001625,COMP101,Science & Technology,2024,T1,2024-02-17,2024-06-15,0.125,S03,Withdrew,On-campus
1000001625,ACCT101,Business & Economics,2024,T3,2024-11-09,2024-12-22,0.125,S02,Passed,Blended
